program_id,curriculum,min_gpa,min_ib_total,min_sat,min_act,required_subjects,language_tests,other_requirements
551b9d2e-ad33-5941-903b-0a9299b9cd1f,,,27,,,,"{""ielts"":6}","A-level: CCC; If you do not have a Science or Mathematics-based A-level, you should normally have at least Grade B/Grade 6 at GCSE Mathematics. | IB: 27 points; With three Higher Level subjects at 555. If you do not have a Science or Mathematics-based Higher Level, you should normally have at least Grade B/Grade 6 at GCSE Mathematics. | Subjects: If you do not have a Science or Mathematics-based A-level or equivalent, you should normally have at least Grade B/Grade 6 at GCSE Mathematics. | English: IELTS (Academic), 6 (With no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades, and may still be able to offer you a place. If you are unsure about applying, we would be happy to advise you."
b939bf76-d867-5784-8350-968f8c3bd091,,,,,,,"{""ielts"":6}","Subjects: There are no specific formal entry qualifications for this programme, we will consider all relevant qualifications and related experience you may have. You will be required to submit a personal statement with your application. This is your opportunity to demonstrate your interest in the subject you’ve applied for. Your referees are also welcome to include any relevant contextual comments around your academic achievements. We’ll look at all these things when making a decision on your application. | English: IELTS (Academic), 6 (With no element lower than 5.5)"
4dac4727-491b-50bc-9636-fd2f7a4388c4,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; 27 points overall with three Higher Level subjects at 555 | UCAS points: 96-99 | Subjects: We welcome students with a range of educational experiences. If you believe you may not meet the standard qualification requirements, we would still encourage you to apply. We will alocate places based on enthusiasm and commitment to your subject, as evidenced by your application. If you don't have the required academic qualifications, you may be invited to interview. We frequently interview mature applicants (over 21) or those with alternative qualifications, and have a long tradition of encouraging students from all social backgrounds to study at our university. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades, and may still be able to offer you a place. If you are unsure about applying, we would be happy to advise you."
361ebecd-da83-52cc-a455-540ce6dd5dd5,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; With three Higher Level subjects at 555 | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Portfolio programmes offer you the opportunity to demonstrate your potential in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
b7064e0d-5fc9-52c1-9733-b7482b00ab0c,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; With three Higher Level subjects at 555. | Subjects: You may also be able to apply if you're a mature student without formal qualifications, as long as you have relevant work experience and examples of your art and design work. If you don't have A-levels in Art and Design, but have an interest in a future career in the creative industries (this may include students with strong A-levels in the humanities and sciences), then we will also consider your application. | Additional: After submitting your application you'll be contacted if you have been selected for interview. We interview throughout the autumn and winter, so please apply as early as possible. If you're invited to an interview, we'll ask you to bring along a hard copy of your portfolio. If you're an international or EU student who can't attend an interview in person, we'll ask you to submit an electronic portfolio. In addition we require you to bring a printed copy of your answers to the Pre-interview Questions that will be sent to you if you are to interview.; If you're invited to an interview, we'll ask you to bring along a hard copy of your portfolio. If you're an international or EU student who can't attend an interview in person, we'll ask you to submit an electronic portfolio. In your portfolio you should aim to include a range of work that shows the breadth of your developing skills and interests. Include only work that you can talk about. We are not looking for success stories but at how you demonstrate your working process, your motivations and learning, and if and how you have begun to develop your own identity through your practice. In addition we require you to bring a printed copy of your answers to the Pre-interview Questions that will be sent to you when invited to interview. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Portfolio programmes offer you the opportunity to demonstrate your potential in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
5936e72e-e6b1-5ab6-b7c0-0a656bdebb42,,,27,,,,"{""ielts"":6}","A-level: CCC; You should ideally have Grade B/Grade 6 or above in GCSE Maths. If your portfolio is particularly strong we may accept a slightly lower GCSE Maths grade. | IB: 27 points; With three Higher Level subjects at 555. You should ideally have Grade B/Grade 6 or above in GCSE Maths (or equivalent). If your portfolio is particularly strong we may accept a slightly lower GCSE Maths grade | Subjects: You should ideally have Grade B/Grade 6 or above in GCSE Maths (or equivalent). If your portfolio is particularly strong we may accept a slightly lower GCSE Maths grade. Portfolio We request up to 12 items of work for portfolio - these can be images or video of sculpture, painting, drawings, digital or any other work that gives us an understanding of your practice. We will request to see a portfolio if you are invited for an in person interview. | Additional: We request up to 12 items of work for portfolio, these can be images or video of sculpture, painting, drawings, digital or any other work that gives us an understanding of your practice. We will request to see a portfolio then applications are forwarded to the admissions tutor for consideration. You can also email your portfolio to admissions (admissions@gold.ac.uk) as soon as you submit your application if you wish, please ensure that you quote your UCAS personal ID or student reference number. | English: IELTS (Academic), 6 (With no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Portfolio programmes offer you the opportunity to demonstrate your potential in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
55f2e669-780f-56c2-a567-4de7ffb4e973,,,,,,,,"A-level: EE; If your Level 3 qualifications are not in dance you will be expected to have dance experience through a dance studio, CAT scheme, youth group or related avenue. | UCAS points: 32 | Subjects: If your Level 3 qualifications are not in dance you will be expected to have dance experience through a dance studio, CAT scheme, youth group or related avenue. Alternative qualifications/experience may be considered. ​ | Additional: The audition process is designed to assess your potential as a dance artist and your suitability for our courses.; A personal statement is a chance to get noticed for the unique talents and experiences you have. It’s an important part of the application process as it’s an opportunity to talk about yourself and your passions. Remember to include why you are interested in the BA(Hons) Diverse Dance Styles and why you think you would be suitable. We welcome all applicants regardless of disability, ethnicity, gender, sexuality or religion. Please note: Irie! dance theatre is not able to sponsor international students requiring a visa."
444ad8dc-4e63-5b00-999e-f192b6abec93,,,27,,,,"{""ielts"":6}","A-level: CCC; Your qualifications must include a English Literature, English Language and Literature, Drama or Theatre Studies, or another humanities discipline. General Studies is not accepted as one of the three A-levels. | IB: 27 points; With three HL subjects at 555 including English Literature, English Language and Literature, Drama or Theatre Studies, or another humanities discipline. | Subjects: Your qualifications must include English Literature, English Language and Literature, Drama or Theatre Studies, or another humanities discipline (or equivalent). General Studies is not accepted as one of the three A-levels. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We’ll pay particularly careful attention to your personal statement, which is your opportunity to demonstrate your interest in the subject you’ve applied for. Your referees are also welcome to include any relevant contextual comments around your academic achievements. We’ll look at all these things when making a decision on your application, as well as your qualifications and grades, and may still be able to offer you a place. If you are unsure about applying, we would be happy to advise you."
45892004-1470-5392-88d6-a5270cf0189d,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; With three Higher Level subjects at 555 | Subjects: You must be able to express a well-informed interest in theatre and performance theory and practice. While drama and theatre studies would be an advantage, this is not necessarily essential as we are also interested in those with other subjects or complementary experience. Applicants with A-levels in an arts and humanities subject such as English, history, languages, philosophy and sociology are welcomed. | Additional: Suitably qualified UK based applicants will be invited to a workshop/audition day. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We welcome students with a range of educational experiences. We’ll pay particularly careful attention to your personal statement, which is your opportunity to demonstrate your interest in the subject you’ve applied for. Your referees are also welcome to include any relevant contextual comments around your academic achievements. We’ll look at all these things when making a decision on your application, as well as your qualifications and grades, and may still be able to offer you a place."
ece18306-b644-5a24-9b0c-e71bcbb04fb4,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; With three Higher Level subjects at 555. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We’ll pay particularly careful attention to your personal statement, which is your opportunity to demonstrate your interest in the subject you’ve applied for. Your referees are also welcome to include any relevant contextual comments around your academic achievements. We’ll look at all these things when making a decision on your application, as well as your qualifications and grades, and may still be able to offer you a place. If you are unsure about applying, we would be happy to advise you."
9a789057-9df1-5511-8c92-d97aa4bf23cb,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; With three Higher Level subjects at 555 | Subjects: We welcome students with a range of educational experiences. If you believe you may not meet the standard qualification requirements we would still encourage you to apply because we consider all aspects of your application when making a decision. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We’ll pay particularly careful attention to your personal statement, which is your opportunity to demonstrate your interest in the subject you’ve applied for. Your referees are also welcome to include any relevant contextual comments around your academic achievements. We’ll look at all these things when making a decision on your application, as well as your qualifications and grades, and may still be able to offer you a place. If you are unsure about applying, we would be happy to advise you."
59f5f8d3-a07e-5253-b753-6088f26b00c3,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; With three Higher Level subjects at 555 | Subjects: We welcome students with a range of educational experiences. If you believe you may not meet the standard qualification requirements we would still encourage you to apply because we consider all aspects of your application when making a decision. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We’ll pay particularly careful attention to your personal statement, which is your opportunity to demonstrate your interest in the subject you’ve applied for. Your referees are also welcome to include any relevant contextual comments around your academic achievements. We’ll look at all these things when making a decision on your application, as well as your qualifications and grades, and may still be able to offer you a place. If you are unsure about applying, we would be happy to advise you."
60326daf-2de7-569d-ac9d-b616aba9c299,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; With three Higher Level subjects at 555 | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you"
1dae5fd2-a8ff-5342-a5a0-91109f942491,,,29,,,,"{""ielts"":6}","A-level: BCC | IB: 29 points; Including three HL subjects at 555 | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
f06ed0b3-fe4c-5892-bfcc-212f382f0cee,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; With 3 Higher Level subjects at 555 | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
a7fe4a35-e09b-58c4-b3e8-6b781734d287,,,27,,,,"{""ielts"":6}","A-level: CCC | IB: 27 points; Including three Higher Level subjects at 555 | Subjects: We welcome applications from candidates with non-traditional routes and a range of educational experiences. If you believe you may not meet the standard qualification requirements we would still encourage you to apply because we consider all aspects of your application when making a decision. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
9d97bb56-4636-5c73-9160-e55a040c94ed,,,27,,,,"{""ielts"":6}","A-level: CCC; Including English Literature, or Language and Literature, or Language. A level General Studies is not accepted. | IB: 27 points; With three Higher Level subjects at 555 including English Literature, or Language and Literature, or Language. | Subjects: We welcome students with a range of educational experiences. If you believe you may not meet the standard qualification requirements we would still encourage you to apply because we consider all aspects of your application when making a decision. | English: IELTS (Academic), 6.5 (With a 6.5 in writing and no element lower than 6.0) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
02258108-fa7e-507c-8723-06c562e890e4,,,,,,,,"A-level: EE | Subjects: Candidates who have studied level 3 qualifications within the last two years will be expected to have achieved the equivalent of two passes (E or better) at A2 level, BTEC or equivalent and have achieved a level 2 qualification in GCSE English at Grade 5 or above. For candidates who have not studied any level 3 qualifications in the last two years, there are no formal qualifications required for admission, but you will need to demonstrate that you can benefit from the programme by undertaking an additional admissions process. This may involve an interview or request for the submission of written information used to assess suitability to study. The programme is delivered in English, and whilst language support is available at the college, we would normally expect candidates for whom English is an additional language to have a competency level equivalent to an IELTS score of 6.0 | Contextual: We’ll pay particularly careful attention to your personal statement, which is your opportunity to demonstrate your interest in the subject you’ve applied for. Your referees are also welcome to include any relevant contextual comments around your academic achievements. We’ll look at all these things when making a decision on your application, as well as your qualifications and grades."
fd569b7f-6fac-5088-a3cb-5bdcb273fda6,,,27,,,,"{""ielts"":6}","A-level: CCC; Including English Literature, or Language and Literature, or Language. A-level General Studies is not accepted. | IB: 27 points; With three Higher Level subjects at 555 including English Literature, or Language and Literature, or Language. | Subjects: A selection of recent written work will also be required. A-level General Studies is not accepted. We welcome students with a range of educational experiences. If you believe you may not meet the standard qualification requirements we would still encourage you to apply because we consider all aspects of your application when making a decision. | Additional: A selection of recent written work. | English: IELTS (Academic), 6.5 (With a 6.5 in writing and no element lower than 6.0) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Portfolio programmes offer you the opportunity to demonstrate your potential in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
4bb089ad-d9d5-5456-8a74-8348c93cdfb0,,,,,,,,"A-level: EE | Subjects: Candidates who have studied level 3 qualifications within the last two years will be expected to have achieved the equivalent of two passes (E or better) at A2 level, BTEC or equivalent and have achieved a level 2 qualification in GCSE English Grade 5. For candidates who have not studied any level 3 qualifications in the last two years, there are no formal qualifications required for admission, but you will need to demonstrate that you can benefit from the programme by undertaking an additional admissions process. This may involve an interview or request for the submission of written information used to assess suitability to study. | Contextual: We’ll pay particularly careful attention to your personal statement, which is your opportunity to demonstrate your interest in the subject you’ve applied for. Your referees are also welcome to include any relevant contextual comments around your academic achievements. We’ll look at all these things when making a decision on your application, as well as your qualifications and grades."
4205c16f-1bd7-5311-8f7b-e7487721cd0c,,,,,,,"{""ielts"":6}","A-level: EEE - BBB; Successful completion of three A-levels, or an equivalent qualification. PLUS successful completion of an Art and Design Foundation diploma and portfolio of work. OR Successful completion of a Foundation diploma, BTEC Extended Diploma in Art and Design (completed by the end of the academic year preceding entry). Please note, students applying directly from A-Levels who have not completed an Art and Design Foundation or BTEC Extended Diploma in Art and Design will not be eligible for this programme. Mature students without formal qualifications who have relevant experience are also welcomed. After submitting your application you'll be asked to upload a portfolio and essay online. If selected for interview, you'll be asked to bring along a portfolio of recent work and an essay. | Subjects: Please note, students applying directly or recently from A-Levels who have not completed an Art and Design Foundation or BTEC Extended Diploma in Art and Design will not be eligible for this programme. Mature students without formal qualifications who have relevant experience are also welcomed. | Additional: After submitting your application you'll be asked to upload a portfolio and essay online. If selected for interview, you'll be asked to bring along a portfolio of recent work. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Portfolio programmes offer you the opportunity to demonstrate your potential in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
beb498dc-2e1f-56c1-bc77-a38fcffc223e,,,,,,,"{""ielts"":6}","A-level: CC; AND a portfolio of recent work. | Subjects: Our entry requirements for this programme are usually: Successful completion of A-levels (CC) or equivalent AND a portfolio of recent work. | Additional: After submitting your application you'll be emailed with details of how to upload your portfolio of recent work and essay online. This informs the selection and interview process. | English: IELTS (Academic), 6 (With no individual score lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Portfolio programmes offer you the opportunity to demonstrate your potential in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
365a853d-ff99-598e-ad0d-508107a8cd9f,,,,,,,"{""ielts"":6}","A-level: EEE - BBB; Successful completion of three A-levels, or an equivalent qualification. PLUS successful completion of an Art and Design Foundation diploma and portfolio of work. OR Successful completion of a Foundation diploma, BTEC Extended Diploma in Art and Design (completed by the end of the academic year preceding entry) and portfolio of work Please note, students applying directly from A-Levels who have not completed an Art and Design Foundation or BTEC Extended Diploma in Art and Design will not be eligible for this programme. Mature students without formal qualifications who have relevant experience are also welcomed. After submitting your application you'll be asked to upload a portfolio and essay online. If selected for interview, you'll be asked to bring along a portfolio of recent work and an essay. | Subjects: Please note, students applying directly from A-Levels who have not completed an Art and Design Foundation or BTEC Extended Diploma in Art and Design will not be eligible for this programme. Mature students without formal qualifications who have relevant experience are also welcomed. | Additional: After submitting your application you'll be asked to upload a portfolio and essay online. If selected for interview, you'll be asked to bring along a portfolio of recent work. | English: IELTS (Academic), 6 (With a 6.0 in writing and no element lower than 5.5) | Contextual: We pay careful attention to your personal statement which is your opportunity to demonstrate your interest in your desired subject. Portfolio programmes offer you the opportunity to demonstrate your potential in your desired subject. Referees are also welcome to include any relevant contextual comments around your academic achievements. We consider all these things when making a decision as well as your qualifications and grades. If you are unsure about applying, we would be happy to advise you."
f908256d-1078-5165-a0ab-46f417b49681,,,27,,,,"{""ielts"":6}","A-level: CCC; If you do not have a Science or Mathematics-based A-level, you should normally have at least Grade B/Grade 6 at GCSE Mathematics. | IB: 27 points; With three Higher Level subjects at 555. If you do not have a Science or Mathematics-based Higher Level, you should normally have at least Grade B/Grade 6 at GCSE Mathematics equivalent. | Subjects: If you do not have a Science or Mathematics-based A-level equivalent, you should normally have at least Grade B/Grade 6 at GCSE Mathematics. If necessary, applicants may be called for an interview, at which time they may be asked to take a computer aptitude test. We encourage applications from those without a formal qualification in these areas who can demonstrate relevant knowledge, skills and experience. | English: IELTS (Academic), 6 (With no element lower than 5.5) | Contextual: We welcome students with a range of educational experiences. If you believe you may not meet the standard qualification requirements we would still encourage you to apply. We’ll pay particularly careful attention to your personal statement, which is your opportunity to demonstrate your interest in the subject you’ve applied for. Your referees are also welcome to include any relevant contextual comments around your academic achievements."
